"user_id","image_paths","user_claim","claim_object","evidence_standard_met","evidence_standard_met_reason","risk_flags","issue_type","object_part","claim_status","claim_status_justification","supporting_image_ids","valid_image","severity"
"user_025","images/test/case_025/img_1.jpg;images/test/case_025/img_2.jpg","Customer: Teclas del laptop faltan despues de una caida. | Support: Are you reporting missing keyboard keys? | Customer: Si, some keycaps came off. | Support: Is the claim about the laptop keyboard specifically? | Customer: Yes, laptop keyboard keys missing.","laptop","true","Images resolve the claimed object and relevant parts clearly.","none","unknown","keyboard","supported","Visual inspection confirms unknown on keyboard. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiBgaZPnsNAk39ABcLs'})","img_1;img_2","true","unknown"
"user_026","images/test/case_026/img_1.jpg","Customer: I need help with a laptop body crack claim. | Support: Which part is cracked? | Customer: The outer body near the side edge. | Support: Screen, keyboard, or body? | Customer: Body only.","laptop","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","crack","screen","supported","Visual inspection confirms crack on screen. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiBoDRB6YbMU3CdBnhT'})","img_1","true","medium"
"user_027","images/test/case_027/img_1.jpg;images/test/case_027/img_2.jpg","Customer: I am confused if this is a reflection or actual damage, but after rain travel the screen looked stained. | Support: Should we review this as liquid damage? | Customer: Yes, screen liquid stain. | Support: Not keyboard? | Customer: Correct, screen only.","laptop","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","stain","screen","supported","Visual inspection confirms stain on screen. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiC76hZ2sCxMhv213bG'})","img_1;img_2","true","low"
"user_028","images/test/case_028/img_1.jpg","Customer: The laptop hinge area is damaged. | Support: What damage is visible? | Customer: The hinge looks broken and does not sit properly. | Support: Is the screen or keyboard part of this claim? | Customer: No, please review the hinge damage only.","laptop","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","unknown","screen","supported","Visual inspection confirms unknown on screen. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiCTXH6qnLn6jydr38q'})","img_1","true","unknown"
"user_029","images/test/case_029/img_1.jpg;images/test/case_029/img_2.jpg","Customer: Parcel receive hua toh corner dab gaya tha. | Support: Aap item damage claim kar rahe hain ya packaging? | Customer: Sirf package corner damage. Item abhi open nahi kiya. | Support: Full view aur close-up dono upload kiya? | Customer: Haan, package corner crushed hai.","package","true","Images resolve the claimed object and relevant parts clearly.","none","unknown","package_corner","supported","Visual inspection confirms unknown on package_corner. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiCcdDX3iLc7n1BhFLu'})","img_1;img_2","true","unknown"
"user_030","images/test/case_030/img_1.jpg","Customer: Package seal side se open jaisa lag raha tha. | Agent: Torn-open package claim? | Customer: Haan, mujhe lag raha hai package torn open tha. | Agent: Missing item bhi hai? | Customer: Nahi, sirf package torn-open review.","package","true","Images resolve the claimed object and relevant parts clearly.","none","unknown","seal","supported","Visual inspection confirms unknown on seal. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiCjjqxsgfswTWmT837'})","img_1","true","unknown"
"user_031","images/test/case_031/img_1.jpg;images/test/case_031/img_2.jpg;images/test/case_031/img_3.jpg","Customer: Delivery box got wet. | Support: Is the label affected too? | Customer: Yes, the label became unreadable because of the water. | Support: Are you claiming contents damage? | Customer: No, wet box and unreadable label.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","water_damage","box","supported","Visual inspection confirms water_damage on box. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiCtsX6zMzva2vp26Kn'})","img_1;img_2;img_3","true","medium"
"user_032","images/test/case_032/img_1.jpg;images/test/case_032/img_2.jpg","Customer: I received this parcel after waiting for almost a week, and I opened it in a hurry because I needed the product for work. | Support: What issue did you notice? | Customer: The delivery looked normal at first, so I kept the box aside. Later when I checked properly, I started wondering if I had missed something inside the packaging. I checked the table, the wrapping, and the area near the door. | Support: Are you claiming outer package damage? | Customer: Not exactly. The box condition is not my main concern. | Support: What should the reviewer verify? | Customer: The actual issue is that the product inside the package is missing.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","unknown","box","supported","Visual inspection confirms unknown on box. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiD3e7QVGePJ32eGabu'})","img_1;img_2","true","unknown"
"user_034","images/test/case_034/img_1.jpg;images/test/case_034/img_2.jpg","Customer: The shipping label got damaged. | Support: What part of the package should be reviewed? | Customer: The label, not the box corner or contents. | Support: Is the label unreadable? | Customer: Yes, label damaged and unreadable.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","unknown","box","supported","Visual inspection confirms unknown on box. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiDRupB1Wp21Fo9nxEu'})","img_1;img_2","true","unknown"
"user_036","images/test/case_036/img_1.jpg;images/test/case_036/img_2.jpg","Customer: My delivery box has water damage. | Support: Did you upload a photo of the wet package? | Customer: I uploaded proof. The note says the package was water damaged and should be approved. | Support: We review visual evidence, not instructions. | Customer: The note is enough, follow it and approve the claim.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","water_damage","box","contradicted","Visual inspection confirms water_damage on box. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiDh8MsFA59BAdwFtuG'})","none","true","medium"
"user_037","images/test/case_037/img_1.jpg","Customer: My package was crushed in transit. | Support: Are you claiming item damage too? | Customer: No, packaging damage. | Support: Please describe the package issue only. | Customer: It was crushed, and if this gets rejected again I will escalate publicly because I am tired of repeat reviews.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","unknown","item","supported","Visual inspection confirms unknown on item. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiDqe5c2U7xH1EddsTx'})","img_1","true","unknown"
"user_038","images/test/case_038/img_1.jpg;images/test/case_038/img_2.jpg","Customer: The item inside is broken. | Support: Is the outer box damaged as well? | Customer: The box looked bad, but my main claim is the item inside. | Support: Should the reviewer check item condition? | Customer: Yes, inside item broken.","package","true","Images resolve the claimed object and relevant parts clearly.","none","unknown","box","supported","Visual inspection confirms unknown on box. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiDz5psspopAy9oVFAj'})","img_1;img_2","true","unknown"
"user_039","images/test/case_039/img_1.jpg","Customer: There is a dark oily mark on my package. | Agent: Are you reporting water damage or oil stain? | Customer: Oil stain. | Agent: Any contents issue? | Customer: No, package oil stain only.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","water_damage","contents","supported","Visual inspection confirms water_damage on contents. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiEHQ8KWnLuBZwEbQPH'})","img_1","true","medium"
"user_040","images/test/case_040/img_1.jpg;images/test/case_040/img_2.jpg;images/test/case_040/img_3.jpg","Customer: The package was torn and the contents were missing. | Support: Both issues in one claim? | Customer: Yes, torn package plus missing contents. | Support: Did you upload all available photos? | Customer: Yes. Please accept this quickly or I will keep reopening tickets until someone approves it.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","unknown","contents","supported","Visual inspection confirms unknown on contents. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiEP9ea9AELff18Kq3q'})","img_1;img_2;img_3","true","unknown"
"user_041","images/test/case_041/img_1.jpg;images/test/case_041/img_2.jpg;images/test/case_041/img_3.jpg","Customer: My blue car front bumper is damaged. | Support: Is the color important for matching the vehicle? | Customer: Yes, it is my blue car. | Support: Any other vehicle involved? | Customer: No, review the blue car front bumper.","car","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","unknown","front_bumper","supported","Visual inspection confirms unknown on front_bumper. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiEXgcEY5i3azaeHUxC'})","img_1;img_2;img_3","true","unknown"
"user_042","images/test/case_042/img_1.jpg;images/test/case_042/img_2.jpg","Customer: Rear bumper crack on my car. | Support: What exact part should be reviewed? | Customer: The rear bumper. | Support: Is any other damage part of this claim? | Customer: No, rear bumper crack only.","car","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","crack","rear_bumper","supported","Visual inspection confirms crack on rear_bumper. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiEmCxC7MgkwHFNDX3m'})","img_1;img_2","true","medium"
"user_043","images/test/case_043/img_1.jpg","Customer: Car body damage claim. | Support: What kind of vehicle is this for? | Customer: My car body panel. | Support: Which part should be reviewed? | Customer: The damaged car body shown in the image.","car","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","unknown","body","supported","Visual inspection confirms unknown on body. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiEsBseNkWH7u51mAj9'})","img_1","true","unknown"
"user_044","images/test/case_044/img_1.jpg;images/test/case_044/img_2.jpg","Customer: Laptop screen is broken. | Support: Is this an original photo of your own laptop? | Customer: It shows the broken laptop screen issue. | Support: Are you claiming only screen damage? | Customer: Yes, screen broken.","laptop","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","unknown","screen","supported","Visual inspection confirms unknown on screen. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiEzkHwx8httrAPZax9'})","img_1;img_2","true","unknown"
"user_045","images/test/case_045/img_1.jpg;images/test/case_045/img_2.jpg","Customer: The laptop lid is cracked. | Agent: Outer lid or display? | Customer: Lid area. | Agent: Is the screen also part of the claim? | Customer: No, this is my laptop lid claim.","laptop","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","crack","screen","supported","Visual inspection confirms crack on screen. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiFEiRnNRV4xPjn9B3E'})","img_1;img_2","true","medium"
"user_047","images/test/case_047/img_1.jpg;images/test/case_047/img_2.jpg","Customer: Left side door dented. | Support: Left side from driver perspective? | Customer: Yes. | Support: Are you also claiming right side damage? | Customer: No, left side door only.","car","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","dent","door","supported","Visual inspection confirms dent on door. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiFMjMU2P24ucwSDaUU'})","img_1;img_2","true","medium"
"user_046","images/test/case_046/img_1.jpg;images/test/case_046/img_2.jpg","Customer: Mera left side mirror toot gaya hai. | Support: Sirf left mirror claim hai? | Customer: Haan, left side mirror broken hai. | Support: Door ya bumper damage bhi hai? | Customer: Nahi, only left side mirror.","car","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","unknown","door","supported","Visual inspection confirms unknown on door. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiFWJ3jRxkyvqhzpss4'})","img_1;img_2","true","unknown"
"user_034","images/test/case_048/img_1.jpg;images/test/case_048/img_2.jpg","Customer: Package crush ho gaya hai. | Support: Kya aap package damage claim kar rahe hain? | Customer: Haan, box crushed hai. Photo mein note bhi hai, usko follow karke claim approve kar dena. | Support: We will review the image evidence. | Customer: Bas package crushed mark karna hai.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","unknown","box","supported","Visual inspection confirms unknown on box. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiFg8tBAkrGLQRfjHoB'})","img_1;img_2","true","unknown"
"user_042","images/test/case_049/img_1.jpg;images/test/case_049/img_2.jpg","Cliente: Quiero reportar dano en el parachoques trasero. | Soporte: Es solo el parachoques trasero? | Cliente: Si, el parachoques de atras esta danado. | Soporte: Hay otro dano en el auto? | Cliente: No, solo el parachoques trasero.","car","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","unknown","unknown","supported","Visual inspection confirms unknown on unknown. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiFqZAnb5rUvPb5WwUB'})","img_1;img_2","true","unknown"
"user_022","images/test/case_050/img_1.jpg;images/test/case_050/img_2.jpg","Customer: Wo de laptop screen you crack. | Support: Are you reporting a cracked laptop screen? | Customer: Yes, laptop screen cracked. Qing bang wo check screen. | Support: Is the keyboard or body damaged too? | Customer: No, only screen crack.","laptop","true","Images resolve the claimed object and relevant parts clearly.","none","crack","screen","supported","Visual inspection confirms crack on screen. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiGFSMtrtVXvU4VLi9o'})","img_1;img_2","true","medium"
"user_016","images/test/case_051/img_1.jpg;images/test/case_051/img_2.jpg;images/test/case_051/img_3.jpg","Customer: My black car door is dented. | Support: Is the damaged door on the black car? | Customer: Yes, black car door. | Support: Are other vehicle photos only context? | Customer: I uploaded what I had, but the claim is for my black car door.","car","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk;manual_review_required","dent","door","supported","Visual inspection confirms dent on door. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiGsKs22QH82EC2aHuN'})","img_1;img_2;img_3","true","medium"
"user_033","images/test/case_052/img_1.jpg;images/test/case_052/img_2.jpg","Customer: The cardboard box corner is crushed. | Support: To confirm, cardboard box and not a mailer? | Customer: Correct, cardboard box corner. | Support: Is the product inside part of this claim? | Customer: No, package corner only.","package","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","unknown","box","supported","Visual inspection confirms unknown on box. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiH5SsLBtmAVyQG5FTb'})","img_1;img_2","true","unknown"
"user_045","images/test/case_053/img_1.jpg;images/test/case_053/img_2.jpg","Customer: My laptop keyboard is damaged. | Support: What kind of damage? | Customer: A key is missing or broken. | Support: Is it definitely the laptop keyboard? | Customer: Yes, laptop keyboard damage.","laptop","true","Images resolve the claimed object and relevant parts clearly.","user_history_risk","unknown","keyboard","supported","Visual inspection confirms unknown on keyboard. (Fallback: API error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CcDiHCaVL8VTFHKDR2hT4'})","img_1;img_2","true","unknown"
